"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"203",2013,12,17,723,705,18,1053,1015,38,"AS",15,"N403AS","EWR","SEA",343,2402,7,5,2013-12-17 07:00:00
"204",2013,12,17,1918,1825,53,2253,2152,61,"AS",5,"N413AS","EWR","SEA",343,2402,18,25,2013-12-17 18:00:00
"205",2013,12,18,1836,1825,11,2202,2152,10,"AS",5,"N408AS","EWR","SEA",353,2402,18,25,2013-12-18 18:00:00
"206",2013,12,19,1846,1825,21,2208,2152,16,"AS",5,"N413AS","EWR","SEA",346,2402,18,25,2013-12-19 18:00:00
"207",2013,12,20,752,705,47,1058,1015,43,"AS",15,"N402AS","EWR","SEA",339,2402,7,5,2013-12-20 07:00:00
"208",2013,12,20,1923,1825,58,2247,2152,55,"AS",5,"N440AS","EWR","SEA",355,2402,18,25,2013-12-20 18:00:00
"209",2013,12,21,705,705,0,1013,1015,-2,"AS",15,"N433AS","EWR","SEA",351,2402,7,5,2013-12-21 07:00:00
"210",2013,12,21,1826,1825,1,2132,2152,-20,"AS",5,"N409AS","EWR","SEA",344,2402,18,25,2013-12-21 18:00:00
"211",2013,12,22,712,705,7,956,1015,-19,"AS",15,"N403AS","EWR","SEA",324,2402,7,5,2013-12-22 07:00:00
"212",2013,12,22,1914,1825,49,2158,2152,6,"AS",5,"N433AS","EWR","SEA",320,2402,18,25,2013-12-22 18:00:00
"213",2013,12,23,804,705,59,1049,1015,34,"AS",15,"N423AS","EWR","SEA",326,2402,7,5,2013-12-23 07:00:00
"214",2013,12,23,1909,1825,44,2159,2152,7,"AS",5,"N433AS","EWR","SEA",331,2402,18,25,2013-12-23 18:00:00
"215",2013,12,24,704,705,-1,946,1015,-29,"AS",15,"N442AS","EWR","SEA",319,2402,7,5,2013-12-24 07:00:00
"216",2013,12,24,1821,1825,-4,2102,2152,-50,"AS",5,"N408AS","EWR","SEA",326,2402,18,25,2013-12-24 18:00:00
"217",2013,12,25,706,705,1,948,1015,-27,"AS",15,"N409AS","EWR","SEA",322,2402,7,5,2013-12-25 07:00:00
"218",2013,12,25,1810,1825,-15,2106,2152,-46,"AS",5,"N433AS","EWR","SEA",340,2402,18,25,2013-12-25 18:00:00
"219",2013,12,26,712,705,7,953,1015,-22,"AS",15,"N440AS","EWR","SEA",321,2402,7,5,2013-12-26 07:00:00
"220",2013,12,26,1820,1825,-5,2122,2152,-30,"AS",5,"N433AS","EWR","SEA",340,2402,18,25,2013-12-26 18:00:00
"221",2013,12,27,722,705,17,1028,1015,13,"AS",15,"N403AS","EWR","SEA",341,2402,7,5,2013-12-27 07:00:00
"222",2013,12,27,1828,1825,3,2156,2152,4,"AS",5,"N442AS","EWR","SEA",344,2402,18,25,2013-12-27 18:00:00
"223",2013,12,28,727,705,22,1024,1015,9,"AS",15,"N413AS","EWR","SEA",336,2402,7,5,2013-12-28 07:00:00
"224",2013,12,28,1827,1825,2,2128,2152,-24,"AS",5,"N402AS","EWR","SEA",322,2402,18,25,2013-12-28 18:00:00
"225",2013,12,29,711,705,6,1007,1015,-8,"AS",15,"N407AS","EWR","SEA",337,2402,7,5,2013-12-29 07:00:00
"226",2013,12,29,1840,1825,15,2154,2152,2,"AS",5,"N409AS","EWR","SEA",340,2402,18,25,2013-12-29 18:00:00
"227",2013,12,30,700,705,-5,1019,1015,4,"AS",15,"N514AS","EWR","SEA",351,2402,7,5,2013-12-30 07:00:00
"228",2013,12,30,1821,1825,-4,2128,2152,-24,"AS",5,"N431AS","EWR","SEA",337,2402,18,25,2013-12-30 18:00:00
"229",2013,12,31,702,705,-3,1027,1015,12,"AS",15,"N407AS","EWR","SEA",360,2402,7,5,2013-12-31 07:00:00
"230",2013,12,31,1824,1825,-1,2203,2152,11,"AS",5,"N442AS","EWR","SEA",357,2402,18,25,2013-12-31 18:00:00
"231",2013,2,1,710,725,-15,1006,1035,-29,"AS",11,"N551AS","EWR","SEA",323,2402,7,25,2013-02-01 07:00:00
"232",2013,2,1,1812,1815,-3,2125,2130,-5,"AS",7,"N528AS","EWR","SEA",339,2402,18,15,2013-02-01 18:00:00
"233",2013,2,2,720,725,-5,1011,1035,-24,"AS",11,"N526AS","EWR","SEA",333,2402,7,25,2013-02-02 07:00:00
"234",2013,2,2,1759,1815,-16,2055,2130,-35,"AS",7,"N584AS","EWR","SEA",330,2402,18,15,2013-02-02 18:00:00
"235",2013,2,3,721,725,-4,1021,1035,-14,"AS",11,"N568AS","EWR","SEA",335,2402,7,25,2013-02-03 07:00:00
"236",2013,2,3,1807,1815,-8,2118,2130,-12,"AS",7,"N593AS","EWR","SEA",337,2402,18,15,2013-02-03 18:00:00
"237",2013,2,4,724,725,-1,1036,1035,1,"AS",11,"N532AS","EWR","SEA",353,2402,7,25,2013-02-04 07:00:00
"238",2013,2,4,1807,1815,-8,2114,2130,-16,"AS",7,"N408AS","EWR","SEA",344,2402,18,15,2013-02-04 18:00:00
"239",2013,2,5,710,725,-15,1041,1035,6,"AS",11,"N549AS","EWR","SEA",341,2402,7,25,2013-02-05 07:00:00
"240",2013,2,5,1812,1815,-3,2145,2130,15,"AS",7,"N569AS","EWR","SEA",350,2402,18,15,2013-02-05 18:00:00
"241",2013,2,6,720,725,-5,1055,1035,20,"AS",11,"N519AS","EWR","SEA",352,2402,7,25,2013-02-06 07:00:00
"242",2013,2,6,1806,1815,-9,2112,2130,-18,"AS",7,"N403AS","EWR","SEA",340,2402,18,15,2013-02-06 18:00:00
"243",2013,2,7,714,725,-11,1003,1035,-32,"AS",11,"N533AS","EWR","SEA",328,2402,7,25,2013-02-07 07:00:00
"244",2013,2,7,1855,1815,40,2200,2130,30,"AS",7,"N408AS","EWR","SEA",331,2402,18,15,2013-02-07 18:00:00
"245",2013,2,8,719,725,-6,1014,1035,-21,"AS",11,"N590AS","EWR","SEA",320,2402,7,25,2013-02-08 07:00:00
"246",2013,2,8,NA,1815,NA,NA,2130,NA,"AS",7,"N402AS","EWR","SEA",NA,2402,18,15,2013-02-08 18:00:00
"247",2013,2,9,1807,1815,-8,2105,2130,-25,"AS",7,"N402AS","EWR","SEA",333,2402,18,15,2013-02-09 18:00:00
"248",2013,2,9,NA,725,NA,NA,1035,NA,"AS",11,"N592AS","EWR","SEA",NA,2402,7,25,2013-02-09 07:00:00
"249",2013,2,10,720,725,-5,959,1030,-31,"AS",11,"N584AS","EWR","SEA",315,2402,7,25,2013-02-10 07:00:00
"250",2013,2,10,1828,1815,13,2056,2125,-29,"AS",7,"N403AS","EWR","SEA",306,2402,18,15,2013-02-10 18:00:00
"251",2013,2,11,724,725,-1,956,1030,-34,"AS",11,"N532AS","EWR","SEA",309,2402,7,25,2013-02-11 07:00:00
"252",2013,2,11,1842,1815,27,2116,2125,-9,"AS",7,"N407AS","EWR","SEA",314,2402,18,15,2013-02-11 18:00:00
"253",2013,2,12,720,725,-5,1008,1030,-22,"AS",11,"N565AS","EWR","SEA",332,2402,7,25,2013-02-12 07:00:00
"254",2013,2,12,1814,1815,-1,2137,2125,12,"AS",7,"N407AS","EWR","SEA",341,2402,18,15,2013-02-12 18:00:00
"255",2013,2,13,738,725,13,1038,1030,8,"AS",11,"N584AS","EWR","SEA",341,2402,7,25,2013-02-13 07:00:00
"256",2013,2,13,1812,1815,-3,2055,2125,-30,"AS",7,"N403AS","EWR","SEA",315,2402,18,15,2013-02-13 18:00:00
"257",2013,2,14,719,725,-6,1000,1030,-30,"AS",11,"N530AS","EWR","SEA",314,2402,7,25,2013-02-14 07:00:00
"258",2013,2,14,1815,1815,0,2047,2125,-38,"AS",7,"N402AS","EWR","SEA",307,2402,18,15,2013-02-14 18:00:00
"259",2013,2,15,717,725,-8,1006,1030,-24,"AS",11,"N562AS","EWR","SEA",316,2402,7,25,2013-02-15 07:00:00
"260",2013,2,15,1820,1815,5,2136,2125,11,"AS",7,"N402AS","EWR","SEA",319,2402,18,15,2013-02-15 18:00:00
"261",2013,2,16,726,725,1,1009,1030,-21,"AS",11,"N568AS","EWR","SEA",328,2402,7,25,2013-02-16 07:00:00
"262",2013,2,16,1813,1815,-2,2116,2125,-9,"AS",7,"N407AS","EWR","SEA",332,2402,18,15,2013-02-16 18:00:00
"263",2013,2,17,716,725,-9,1005,1030,-25,"AS",11,"N514AS","EWR","SEA",324,2402,7,25,2013-02-17 07:00:00
"264",2013,2,17,1822,1815,7,2154,2125,29,"AS",7,"N302AS","EWR","SEA",330,2402,18,15,2013-02-17 18:00:00
"265",2013,2,18,714,725,-11,1012,1030,-18,"AS",11,"N585AS","EWR","SEA",333,2402,7,25,2013-02-18 07:00:00
"266",2013,2,18,1834,1815,19,2119,2125,-6,"AS",7,"N403AS","EWR","SEA",319,2402,18,15,2013-02-18 18:00:00
"267",2013,2,19,726,725,1,1002,1030,-28,"AS",11,"N517AS","EWR","SEA",316,2402,7,25,2013-02-19 07:00:00
"268",2013,2,19,1840,1815,25,2120,2125,-5,"AS",7,"N409AS","EWR","SEA",318,2402,18,15,2013-02-19 18:00:00
"269",2013,2,20,722,725,-3,1018,1030,-12,"AS",11,"N577AS","EWR","SEA",322,2402,7,25,2013-02-20 07:00:00
"270",2013,2,20,1833,1815,18,2132,2125,7,"AS",7,"N319AS","EWR","SEA",318,2402,18,15,2013-02-20 18:00:00
"271",2013,2,21,720,725,-5,1019,1030,-11,"AS",11,"N584AS","EWR","SEA",340,2402,7,25,2013-02-21 07:00:00
"272",2013,2,21,1806,1815,-9,2114,2125,-11,"AS",7,"N523AS","EWR","SEA",332,2402,18,15,2013-02-21 18:00:00
"273",2013,2,22,731,725,6,1014,1030,-16,"AS",11,"N562AS","EWR","SEA",321,2402,7,25,2013-02-22 07:00:00
"274",2013,2,22,1811,1815,-4,2116,2125,-9,"AS",7,"N409AS","EWR","SEA",321,2402,18,15,2013-02-22 18:00:00
"275",2013,2,23,713,725,-12,1001,1030,-29,"AS",11,"N566AS","EWR","SEA",322,2402,7,25,2013-02-23 07:00:00
"276",2013,2,23,1816,1815,1,2111,2125,-14,"AS",7,"N403AS","EWR","SEA",313,2402,18,15,2013-02-23 18:00:00
"277",2013,2,24,719,725,-6,948,1030,-42,"AS",11,"N506AS","EWR","SEA",315,2402,7,25,2013-02-24 07:00:00
"278",2013,2,24,1815,1815,0,2127,2125,2,"AS",7,"N403AS","EWR","SEA",328,2402,18,15,2013-02-24 18:00:00
"279",2013,2,25,719,725,-6,1013,1030,-17,"AS",11,"N532AS","EWR","SEA",325,2402,7,25,2013-02-25 07:00:00
"280",2013,2,25,1808,1815,-7,2118,2125,-7,"AS",7,"N530AS","EWR","SEA",330,2402,18,15,2013-02-25 18:00:00
"281",2013,2,26,715,725,-10,1004,1030,-26,"AS",11,"N506AS","EWR","SEA",325,2402,7,25,2013-02-26 07:00:00
"282",2013,2,26,1838,1815,23,2048,2125,-37,"AS",7,"N594AS","EWR","SEA",293,2402,18,15,2013-02-26 18:00:00
"283",2013,2,27,848,725,83,1138,1030,68,"AS",11,"N581AS","EWR","SEA",300,2402,7,25,2013-02-27 07:00:00
"284",2013,2,27,1808,1815,-7,2041,2125,-44,"AS",7,"N568AS","EWR","SEA",304,2402,18,15,2013-02-27 18:00:00
"285",2013,2,28,716,725,-9,946,1030,-44,"AS",11,"N532AS","EWR","SEA",311,2402,7,25,2013-02-28 07:00:00
"286",2013,2,28,1818,1815,3,2137,2125,12,"AS",7,"N402AS","EWR","SEA",326,2402,18,15,2013-02-28 18:00:00
"287",2013,3,1,720,725,-5,1009,1030,-21,"AS",11,"N506AS","EWR","SEA",328,2402,7,25,2013-03-01 07:00:00
"288",2013,3,1,1822,1815,7,2142,2125,17,"AS",7,"N548AS","EWR","SEA",331,2402,18,15,2013-03-01 18:00:00
"289",2013,3,2,725,725,0,1015,1030,-15,"AS",11,"N577AS","EWR","SEA",334,2402,7,25,2013-03-02 07:00:00
"290",2013,3,2,1806,1815,-9,2122,2125,-3,"AS",7,"N402AS","EWR","SEA",348,2402,18,15,2013-03-02 18:00:00
"291",2013,3,3,721,725,-4,1006,1030,-24,"AS",11,"N583AS","EWR","SEA",328,2402,7,25,2013-03-03 07:00:00
"292",2013,3,3,1758,1815,-17,2050,2125,-35,"AS",7,"N402AS","EWR","SEA",324,2402,18,15,2013-03-03 18:00:00
"293",2013,3,4,725,725,0,1000,1030,-30,"AS",11,"N592AS","EWR","SEA",322,2402,7,25,2013-03-04 07:00:00
"294",2013,3,4,1807,1815,-8,2112,2125,-13,"AS",7,"N403AS","EWR","SEA",326,2402,18,15,2013-03-04 18:00:00
"295",2013,3,5,722,725,-3,1015,1030,-15,"AS",11,"N581AS","EWR","SEA",335,2402,7,25,2013-03-05 07:00:00
"296",2013,3,5,1806,1815,-9,2121,2125,-4,"AS",7,"N403AS","EWR","SEA",343,2402,18,15,2013-03-05 18:00:00
"297",2013,3,6,718,725,-7,1009,1030,-21,"AS",11,"N531AS","EWR","SEA",334,2402,7,25,2013-03-06 07:00:00
"298",2013,3,6,2037,1815,142,2337,2125,132,"AS",7,"N508AS","EWR","SEA",332,2402,18,15,2013-03-06 18:00:00
"299",2013,3,7,714,725,-11,1047,1030,17,"AS",11,"N532AS","EWR","SEA",348,2402,7,25,2013-03-07 07:00:00
"300",2013,3,7,1830,1815,15,2141,2125,16,"AS",7,"N553AS","EWR","SEA",334,2402,18,15,2013-03-07 18:00:00
"301",2013,3,8,1012,725,167,1348,1030,198,"AS",11,"N587AS","EWR","SEA",336,2402,7,25,2013-03-08 07:00:00
"302",2013,3,8,2104,1815,169,2337,2125,132,"AS",7,"N309AS","EWR","SEA",310,2402,18,15,2013-03-08 18:00:00
"303",2013,3,9,719,725,-6,1021,1030,-9,"AS",11,"N535AS","EWR","SEA",334,2402,7,25,2013-03-09 07:00:00
"304",2013,3,9,1813,1815,-2,2114,2125,-11,"AS",7,"N556AS","EWR","SEA",328,2402,18,15,2013-03-09 18:00:00
"305",2013,3,10,727,725,2,1033,1030,3,"AS",21,"N532AS","EWR","SEA",331,2402,7,25,2013-03-10 07:00:00
"306",2013,3,10,1821,1820,1,2126,2135,-9,"AS",7,"N546AS","EWR","SEA",335,2402,18,20,2013-03-10 18:00:00
"307",2013,3,11,724,725,-1,1005,1030,-25,"AS",21,"N524AS","EWR","SEA",325,2402,7,25,2013-03-11 07:00:00
"308",2013,3,11,1811,1820,-9,2054,2135,-41,"AS",7,"N581AS","EWR","SEA",317,2402,18,20,2013-03-11 18:00:00
"309",2013,3,12,734,725,9,1019,1030,-11,"AS",21,"N407AS","EWR","SEA",326,2402,7,25,2013-03-12 07:00:00
"310",2013,3,12,1851,1820,31,2132,2135,-3,"AS",7,"N551AS","EWR","SEA",326,2402,18,20,2013-03-12 18:00:00
"311",2013,3,13,729,725,4,1031,1030,1,"AS",21,"N552AS","EWR","SEA",339,2402,7,25,2013-03-13 07:00:00
"312",2013,3,13,1814,1820,-6,2118,2135,-17,"AS",7,"N551AS","EWR","SEA",344,2402,18,20,2013-03-13 18:00:00
"313",2013,3,14,715,725,-10,1015,1030,-15,"AS",21,"N524AS","EWR","SEA",340,2402,7,25,2013-03-14 07:00:00
"314",2013,3,14,1814,1820,-6,2130,2135,-5,"AS",7,"N549AS","EWR","SEA",349,2402,18,20,2013-03-14 18:00:00
"315",2013,3,15,722,725,-3,1040,1030,10,"AS",21,"N548AS","EWR","SEA",361,2402,7,25,2013-03-15 07:00:00
"316",2013,3,15,1818,1820,-2,2144,2135,9,"AS",7,"N570AS","EWR","SEA",358,2402,18,20,2013-03-15 18:00:00
"317",2013,3,16,719,725,-6,1030,1030,0,"AS",21,"N409AS","EWR","SEA",344,2402,7,25,2013-03-16 07:00:00
"318",2013,3,16,1800,1820,-20,2128,2135,-7,"AS",7,"N552AS","EWR","SEA",352,2402,18,20,2013-03-16 18:00:00
"319",2013,3,17,721,725,-4,1038,1030,8,"AS",21,"N402AS","EWR","SEA",350,2402,7,25,2013-03-17 07:00:00
"320",2013,3,17,1819,1820,-1,2154,2135,19,"AS",7,"N553AS","EWR","SEA",351,2402,18,20,2013-03-17 18:00:00
"321",2013,3,18,720,725,-5,1013,1030,-17,"AS",21,"N551AS","EWR","SEA",335,2402,7,25,2013-03-18 07:00:00
"322",2013,3,18,1821,1820,1,2138,2135,3,"AS",7,"N548AS","EWR","SEA",320,2402,18,20,2013-03-18 18:00:00
"323",2013,3,19,722,725,-3,1012,1030,-18,"AS",21,"N408AS","EWR","SEA",313,2402,7,25,2013-03-19 07:00:00
"324",2013,3,19,1851,1820,31,2200,2135,25,"AS",7,"N559AS","EWR","SEA",329,2402,18,20,2013-03-19 18:00:00
"325",2013,3,20,722,725,-3,1020,1030,-10,"AS",21,"N318AS","EWR","SEA",333,2402,7,25,2013-03-20 07:00:00
"326",2013,3,20,1817,1820,-3,2104,2135,-31,"AS",7,"N552AS","EWR","SEA",316,2402,18,20,2013-03-20 18:00:00
"327",2013,3,21,725,725,0,949,1030,-41,"AS",21,"N553AS","EWR","SEA",304,2402,7,25,2013-03-21 07:00:00
"328",2013,3,21,1828,1820,8,2120,2135,-15,"AS",7,"N516AS","EWR","SEA",315,2402,18,20,2013-03-21 18:00:00
"329",2013,3,22,715,725,-10,952,1030,-38,"AS",21,"N552AS","EWR","SEA",317,2402,7,25,2013-03-22 07:00:00
"330",2013,3,22,1826,1820,6,2124,2135,-11,"AS",7,"N512AS","EWR","SEA",317,2402,18,20,2013-03-22 18:00:00
"331",2013,3,23,728,725,3,1001,1030,-29,"AS",21,"N407AS","EWR","SEA",310,2402,7,25,2013-03-23 07:00:00
"332",2013,3,23,1813,1820,-7,2109,2135,-26,"AS",7,"N563AS","EWR","SEA",321,2402,18,20,2013-03-23 18:00:00
"333",2013,3,24,718,725,-7,1011,1030,-19,"AS",21,"N552AS","EWR","SEA",321,2402,7,25,2013-03-24 07:00:00
"334",2013,3,24,1823,1820,3,2057,2135,-38,"AS",7,"N520AS","EWR","SEA",306,2402,18,20,2013-03-24 18:00:00
"335",2013,3,25,725,725,0,952,1030,-38,"AS",21,"N559AS","EWR","SEA",311,2402,7,25,2013-03-25 07:00:00
"336",2013,3,25,2053,1820,153,2322,2135,107,"AS",7,"N587AS","EWR","SEA",310,2402,18,20,2013-03-25 18:00:00
"337",2013,3,26,723,725,-2,953,1030,-37,"AS",21,"N402AS","EWR","SEA",315,2402,7,25,2013-03-26 07:00:00
"338",2013,3,26,1818,1820,-2,2054,2135,-41,"AS",7,"N587AS","EWR","SEA",313,2402,18,20,2013-03-26 18:00:00
"339",2013,3,27,719,725,-6,1000,1030,-30,"AS",21,"N546AS","EWR","SEA",324,2402,7,25,2013-03-27 07:00:00
"340",2013,3,27,1829,1820,9,2112,2135,-23,"AS",7,"N549AS","EWR","SEA",319,2402,18,20,2013-03-27 18:00:00
"341",2013,3,28,717,725,-8,1004,1030,-26,"AS",21,"N556AS","EWR","SEA",324,2402,7,25,2013-03-28 07:00:00
"342",2013,3,28,1813,1820,-7,2106,2135,-29,"AS",7,"N531AS","EWR","SEA",327,2402,18,20,2013-03-28 18:00:00
"343",2013,3,29,720,725,-5,1004,1030,-26,"AS",21,"N524AS","EWR","SEA",329,2402,7,25,2013-03-29 07:00:00
"344",2013,3,29,1809,1820,-11,2127,2135,-8,"AS",7,"N553AS","EWR","SEA",336,2402,18,20,2013-03-29 18:00:00
"345",2013,3,30,722,725,-3,1000,1030,-30,"AS",21,"N408AS","EWR","SEA",321,2402,7,25,2013-03-30 07:00:00
"346",2013,3,30,1833,1820,13,2113,2135,-22,"AS",7,"N549AS","EWR","SEA",326,2402,18,20,2013-03-30 18:00:00
"347",2013,3,31,715,725,-10,1009,1030,-21,"AS",21,"N553AS","EWR","SEA",336,2402,7,25,2013-03-31 07:00:00
"348",2013,3,31,1809,1820,-11,2056,2135,-39,"AS",7,"N556AS","EWR","SEA",320,2402,18,20,2013-03-31 18:00:00
"349",2013,4,1,722,725,-3,1008,1030,-22,"AS",21,"N403AS","EWR","SEA",326,2402,7,25,2013-04-01 07:00:00
"350",2013,4,1,1848,1820,28,2152,2135,17,"AS",7,"N566AS","EWR","SEA",320,2402,18,20,2013-04-01 18:00:00
"351",2013,4,2,719,725,-6,1007,1030,-23,"AS",21,"N527AS","EWR","SEA",328,2402,7,25,2013-04-02 07:00:00
"352",2013,4,2,1842,1820,22,2138,2135,3,"AS",7,"N551AS","EWR","SEA",339,2402,18,20,2013-04-02 18:00:00
"353",2013,4,3,716,725,-9,1020,1030,-10,"AS",21,"N553AS","EWR","SEA",342,2402,7,25,2013-04-03 07:00:00
"354",2013,4,3,1836,1820,16,2146,2135,11,"AS",7,"N525AS","EWR","SEA",334,2402,18,20,2013-04-03 18:00:00
"355",2013,4,4,746,725,21,1052,1030,22,"AS",21,"N526AS","EWR","SEA",346,2402,7,25,2013-04-04 07:00:00
"356",2013,4,4,1813,1820,-7,2146,2135,11,"AS",7,"N523AS","EWR","SEA",353,2402,18,20,2013-04-04 18:00:00
"357",2013,4,5,737,725,12,1041,1030,11,"AS",21,"N566AS","EWR","SEA",338,2402,7,25,2013-04-05 07:00:00
"358",2013,4,5,1813,1820,-7,2141,2135,6,"AS",7,"N402AS","EWR","SEA",342,2402,18,20,2013-04-05 18:00:00
"359",2013,4,6,717,725,-8,1016,1030,-14,"AS",21,"N403AS","EWR","SEA",329,2402,7,25,2013-04-06 07:00:00
"360",2013,4,6,1808,1820,-12,2048,2135,-47,"AS",7,"N549AS","EWR","SEA",320,2402,18,20,2013-04-06 18:00:00
"361",2013,4,7,741,725,16,1024,1015,9,"AS",21,"N408AS","EWR","SEA",321,2402,7,25,2013-04-07 07:00:00
"362",2013,4,7,1808,1820,-12,2057,2131,-34,"AS",7,"N549AS","EWR","SEA",317,2402,18,20,2013-04-07 18:00:00
"363",2013,4,8,729,725,4,957,1015,-18,"AS",21,"N403AS","EWR","SEA",313,2402,7,25,2013-04-08 07:00:00
"364",2013,4,8,1828,1820,8,2139,2131,8,"AS",7,"N525AS","EWR","SEA",339,2402,18,20,2013-04-08 18:00:00
"365",2013,4,9,723,725,-2,1005,1015,-10,"AS",21,"N413AS","EWR","SEA",326,2402,7,25,2013-04-09 07:00:00
"366",2013,4,9,1821,1820,1,2126,2131,-5,"AS",7,"N556AS","EWR","SEA",327,2402,18,20,2013-04-09 18:00:00
"367",2013,4,10,727,725,2,1013,1015,-2,"AS",21,"N408AS","EWR","SEA",324,2402,7,25,2013-04-10 07:00:00
"368",2013,4,10,1812,1820,-8,2147,2131,16,"AS",7,"N538AS","EWR","SEA",359,2402,18,20,2013-04-10 18:00:00
"369",2013,4,11,721,725,-4,1017,1015,2,"AS",21,"N402AS","EWR","SEA",324,2402,7,25,2013-04-11 07:00:00
"370",2013,4,11,2108,1820,168,2350,2131,139,"AS",7,"N586AS","EWR","SEA",317,2402,18,20,2013-04-11 18:00:00
"371",2013,4,12,727,725,2,957,1015,-18,"AS",21,"N413AS","EWR","SEA",305,2402,7,25,2013-04-12 07:00:00
"372",2013,4,12,2133,1820,193,3,2131,152,"AS",7,"N552AS","EWR","SEA",312,2402,18,20,2013-04-12 18:00:00
"373",2013,4,13,724,725,-1,957,1015,-18,"AS",21,"N408AS","EWR","SEA",319,2402,7,25,2013-04-13 07:00:00
"374",2013,4,13,1807,1820,-13,2036,2131,-55,"AS",7,"N546AS","EWR","SEA",308,2402,18,20,2013-04-13 18:00:00
"375",2013,4,14,721,725,-4,1008,1015,-7,"AS",21,"N419AS","EWR","SEA",323,2402,7,25,2013-04-14 07:00:00
"376",2013,4,14,1814,1820,-6,2055,2131,-36,"AS",7,"N526AS","EWR","SEA",317,2402,18,20,2013-04-14 18:00:00
"377",2013,4,15,718,725,-7,958,1015,-17,"AS",21,"N403AS","EWR","SEA",320,2402,7,25,2013-04-15 07:00:00
"378",2013,4,15,1809,1820,-11,2103,2131,-28,"AS",7,"N552AS","EWR","SEA",320,2402,18,20,2013-04-15 18:00:00
"379",2013,4,16,717,725,-8,944,1015,-31,"AS",21,"N408AS","EWR","SEA",311,2402,7,25,2013-04-16 07:00:00
"380",2013,4,16,1819,1820,-1,2107,2131,-24,"AS",7,"N548AS","EWR","SEA",328,2402,18,20,2013-04-16 18:00:00
"381",2013,4,17,720,725,-5,1008,1015,-7,"AS",21,"N409AS","EWR","SEA",319,2402,7,25,2013-04-17 07:00:00
"382",2013,4,17,1854,1820,34,2129,2131,-2,"AS",7,"N419AS","EWR","SEA",317,2402,18,20,2013-04-17 18:00:00
"383",2013,4,18,834,725,69,1141,1015,86,"AS",21,"N402AS","EWR","SEA",343,2402,7,25,2013-04-18 07:00:00
"384",2013,4,18,1817,1820,-3,2142,2131,11,"AS",7,"N519AS","EWR","SEA",337,2402,18,20,2013-04-18 18:00:00
"385",2013,4,19,724,725,-1,958,1015,-17,"AS",21,"N407AS","EWR","SEA",311,2402,7,25,2013-04-19 07:00:00
"386",2013,4,19,2041,1820,141,2326,2131,115,"AS",7,"N520AS","EWR","SEA",323,2402,18,20,2013-04-19 18:00:00
"387",2013,4,20,724,725,-1,959,1015,-16,"AS",21,"N403AS","EWR","SEA",318,2402,7,25,2013-04-20 07:00:00
"388",2013,4,20,1809,1820,-11,2103,2131,-28,"AS",7,"N546AS","EWR","SEA",334,2402,18,20,2013-04-20 18:00:00
"389",2013,4,21,716,725,-9,1016,1015,1,"AS",21,"N409AS","EWR","SEA",334,2402,7,25,2013-04-21 07:00:00
"390",2013,4,21,1813,1820,-7,2107,2131,-24,"AS",7,"N513AS","EWR","SEA",327,2402,18,20,2013-04-21 18:00:00
"391",2013,4,22,717,725,-8,1028,1015,13,"AS",21,"N402AS","EWR","SEA",350,2402,7,25,2013-04-22 07:00:00
"392",2013,4,22,1824,1820,4,2122,2131,-9,"AS",7,"N419AS","EWR","SEA",325,2402,18,20,2013-04-22 18:00:00
"393",2013,4,23,716,725,-9,1003,1015,-12,"AS",21,"N525AS","EWR","SEA",324,2402,7,25,2013-04-23 07:00:00
"394",2013,4,23,2104,1820,164,12,2131,161,"AS",7,"N409AS","EWR","SEA",318,2402,18,20,2013-04-23 18:00:00
"395",2013,4,24,718,725,-7,1004,1015,-11,"AS",21,"N556AS","EWR","SEA",323,2402,7,25,2013-04-24 07:00:00
"396",2013,4,24,1821,1820,1,2138,2131,7,"AS",7,"N413AS","EWR","SEA",336,2402,18,20,2013-04-24 18:00:00
"397",2013,4,25,714,725,-11,1004,1015,-11,"AS",21,"N407AS","EWR","SEA",326,2402,7,25,2013-04-25 07:00:00
"398",2013,4,25,1841,1820,21,2120,2131,-11,"AS",7,"N409AS","EWR","SEA",321,2402,18,20,2013-04-25 18:00:00
"399",2013,4,26,721,725,-4,1054,1015,39,"AS",21,"N419AS","EWR","SEA",320,2402,7,25,2013-04-26 07:00:00
"400",2013,4,26,1815,1820,-5,2143,2131,12,"AS",7,"N409AS","EWR","SEA",342,2402,18,20,2013-04-26 18:00:00
"401",2013,4,27,725,725,0,1007,1015,-8,"AS",21,"N413AS","EWR","SEA",326,2402,7,25,2013-04-27 07:00:00
"402",2013,4,27,1811,1820,-9,2122,2131,-9,"AS",7,"N556AS","EWR","SEA",341,2402,18,20,2013-04-27 18:00:00
"403",2013,4,28,723,725,-2,956,1015,-19,"AS",21,"N409AS","EWR","SEA",318,2402,7,25,2013-04-28 07:00:00
"404",2013,4,28,1804,1820,-16,2131,2131,0,"AS",7,"N551AS","EWR","SEA",338,2402,18,20,2013-04-28 18:00:00
"405",2013,4,29,728,725,3,1024,1015,9,"AS",21,"N402AS","EWR","SEA",336,2402,7,25,2013-04-29 07:00:00
"406",2013,4,29,1817,1820,-3,2127,2131,-4,"AS",7,"N524AS","EWR","SEA",332,2402,18,20,2013-04-29 18:00:00
