"","origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","time_hour"
"234","EWR",2013,1,10,19,44.06,23,43.02,340,4.60312,NA,0,1033.6,10,2013-01-10 19:00:00
"235","EWR",2013,1,10,20,44.06,23,43.02,340,6.90468,NA,0,1034,10,2013-01-10 20:00:00
"236","EWR",2013,1,10,21,41,24.98,52.56,10,8.05546,NA,0,1033.5,10,2013-01-10 21:00:00
"237","EWR",2013,1,10,22,39.02,24.98,56.77,30,8.05546,NA,0,1034,10,2013-01-10 22:00:00
"238","EWR",2013,1,10,23,39.92,24.08,52.79,0,0,NA,0,1034.4,10,2013-01-10 23:00:00
"239","EWR",2013,1,11,0,37.94,24.98,59.22,20,4.60312,NA,0,1033.6,10,2013-01-11 00:00:00
"240","EWR",2013,1,11,1,37.04,24.08,59.09,20,8.05546,NA,0,1033.2,10,2013-01-11 01:00:00
"241","EWR",2013,1,11,2,35.06,24.08,63.91,30,5.7539,NA,0,1033.1,10,2013-01-11 02:00:00
"242","EWR",2013,1,11,3,35.96,24.08,61.67,10,5.7539,NA,0,1032.2,10,2013-01-11 03:00:00
"243","EWR",2013,1,11,4,35.96,24.08,61.67,10,6.90468,NA,0,1031.3,10,2013-01-11 04:00:00
"244","EWR",2013,1,11,5,37.04,24.98,61.35,0,0,NA,0,1031.7,10,2013-01-11 05:00:00
"245","EWR",2013,1,11,6,37.94,24.98,59.22,0,0,NA,0,1031.8,10,2013-01-11 06:00:00
"246","EWR",2013,1,11,7,39.02,26.06,59.37,0,0,NA,0,1031.9,10,2013-01-11 07:00:00
"247","EWR",2013,1,11,8,41,28.94,61.89,80,5.7539,NA,0,1031.4,10,2013-01-11 08:00:00
"248","EWR",2013,1,11,9,42.08,30.92,64.35,80,5.7539,NA,0,1031.1,10,2013-01-11 09:00:00
"249","EWR",2013,1,11,10,42.98,32,64.93,80,5.7539,NA,0,1029.7,10,2013-01-11 10:00:00
"250","EWR",2013,1,11,11,44.06,33.08,65.07,90,5.7539,NA,0,1028.4,10,2013-01-11 11:00:00
"251","EWR",2013,1,11,12,44.96,35.96,70.52,NA,4.60312,NA,0,1027.3,10,2013-01-11 12:00:00
"252","EWR",2013,1,11,13,44.96,37.04,73.59,90,5.7539,NA,0,1026.6,10,2013-01-11 13:00:00
"253","EWR",2013,1,11,14,44.96,37.94,76.25,80,5.7539,NA,0,1025.9,10,2013-01-11 14:00:00
"254","EWR",2013,1,11,15,44.96,39.92,82.38,110,4.60312,NA,0,1024.9,10,2013-01-11 15:00:00
"255","EWR",2013,1,11,16,46.4,41,82.45,90,4.60312,NA,0,NA,10,2013-01-11 16:00:00
"256","EWR",2013,1,11,17,46.4,44.6,93.4,150,5.7539,NA,0.05,NA,3,2013-01-11 17:00:00
"257","EWR",2013,1,11,18,46.4,44.96,95.99,130,5.7539,NA,0.06,NA,3,2013-01-11 18:00:00
"258","EWR",2013,1,11,19,46.4,44.96,95.99,0,0,NA,0.19,NA,3,2013-01-11 19:00:00
"259","EWR",2013,1,11,20,46.4,44.6,100,60,6.90468,NA,0.07,NA,2.5,2013-01-11 20:00:00
"260","EWR",2013,1,11,21,42.98,42.98,100,20,5.7539,NA,0.09,1020.6,1,2013-01-11 21:00:00
"261","EWR",2013,1,11,22,44.6,44.6,100,360,3.45234,NA,0.05,NA,1,2013-01-11 22:00:00
"262","EWR",2013,1,11,23,42.98,42.98,100,10,8.05546,NA,0.02,NA,2,2013-01-11 23:00:00
"263","EWR",2013,1,12,0,44.06,42.98,100,360,5.7539,NA,0.01,NA,1.5,2013-01-12 00:00:00
"264","EWR",2013,1,12,1,44.06,42.98,95.95,340,9.20624,NA,0.01,1018.8,1,2013-01-12 01:00:00
"265","EWR",2013,1,12,2,44.06,44.06,100,360,6.90468,NA,0.01,1019.2,1.5,2013-01-12 02:00:00
"266","EWR",2013,1,12,3,44.96,44.6,100,20,9.20624,NA,0,NA,6,2013-01-12 03:00:00
"267","EWR",2013,1,12,4,44.96,44.6,100,20,8.05546,NA,0,NA,6,2013-01-12 04:00:00
"268","EWR",2013,1,12,5,44.96,44.6,100,360,9.20624,NA,0,NA,6,2013-01-12 05:00:00
"269","EWR",2013,1,12,6,44.06,44.06,100,20,8.05546,NA,0,1019.5,6,2013-01-12 06:00:00
"270","EWR",2013,1,12,7,44.96,44.06,96.63,10,10.35702,NA,0,1020.4,6,2013-01-12 07:00:00
"271","EWR",2013,1,12,8,44.96,44.06,96.63,10,8.05546,NA,0,1021,7,2013-01-12 08:00:00
"272","EWR",2013,1,12,9,46.04,44.06,92.75,10,6.90468,NA,0,1020.9,6,2013-01-12 09:00:00
"273","EWR",2013,1,12,10,46.94,44.96,92.78,360,4.60312,NA,0,1021.1,6,2013-01-12 10:00:00
"274","EWR",2013,1,12,11,48.02,44.96,89.08,40,5.7539,NA,0,1020.4,6,2013-01-12 11:00:00
"275","EWR",2013,1,12,12,46.94,44.96,92.78,30,4.60312,NA,0,1020.5,6,2013-01-12 12:00:00
"276","EWR",2013,1,12,13,48.02,44.96,89.08,30,3.45234,NA,0,1020.7,6,2013-01-12 13:00:00
"277","EWR",2013,1,12,14,48.02,44.96,89.08,50,5.7539,NA,0,1020.3,5,2013-01-12 14:00:00
"278","EWR",2013,1,12,15,48.2,44.96,92.78,40,3.45234,NA,0,NA,2.5,2013-01-12 15:00:00
"279","EWR",2013,1,12,16,46.94,44.96,92.78,50,4.60312,NA,0,1021,2.5,2013-01-12 16:00:00
"280","EWR",2013,1,12,17,46.94,44.96,92.78,30,6.90468,NA,0,1021.7,2.5,2013-01-12 17:00:00
"281","EWR",2013,1,12,18,46.94,44.96,92.78,0,0,NA,0,1021,3,2013-01-12 18:00:00
"282","EWR",2013,1,12,19,46.04,44.06,92.75,0,0,NA,0,1021.7,3,2013-01-12 19:00:00
"283","EWR",2013,1,12,20,46.04,44.06,92.75,0,0,NA,0,1020.9,3,2013-01-12 20:00:00
"284","EWR",2013,1,12,21,46.04,44.06,92.75,0,0,NA,0,1020.2,3,2013-01-12 21:00:00
"285","EWR",2013,1,12,22,46.04,44.06,92.75,0,0,NA,0,1020.4,3,2013-01-12 22:00:00
"286","EWR",2013,1,12,23,46.4,44.96,95.99,0,0,NA,0,NA,2,2013-01-12 23:00:00
"287","EWR",2013,1,13,0,46.4,44.96,100,160,4.60312,NA,0,NA,0.25,2013-01-13 00:00:00
"288","EWR",2013,1,13,1,44.96,44.96,100,0,0,NA,0,1020.5,0.25,2013-01-13 01:00:00
"289","EWR",2013,1,13,2,44.96,44.96,100,150,4.60312,NA,0,NA,0.25,2013-01-13 02:00:00
"290","EWR",2013,1,13,3,44.96,44.96,100,200,5.7539,NA,0,NA,0.25,2013-01-13 03:00:00
"291","EWR",2013,1,13,4,44.6,44.6,100,210,5.7539,NA,0,NA,0.25,2013-01-13 04:00:00
"292","EWR",2013,1,13,5,44.6,44.6,100,170,3.45234,NA,0,NA,0.25,2013-01-13 05:00:00
"293","EWR",2013,1,13,6,44.6,44.6,100,160,4.60312,NA,0,NA,0.5,2013-01-13 06:00:00
"294","EWR",2013,1,13,7,44.6,44.6,100,160,5.7539,NA,0,NA,0.25,2013-01-13 07:00:00
"295","EWR",2013,1,13,8,44.06,44.06,100,0,0,NA,0,1020.9,0.12,2013-01-13 08:00:00
"296","EWR",2013,1,13,9,44.06,44.06,100,0,0,NA,0,1021,0.12,2013-01-13 09:00:00
"297","EWR",2013,1,13,10,44.06,44.06,100,140,4.60312,NA,0,1021.1,0.5,2013-01-13 10:00:00
"298","EWR",2013,1,13,11,46.4,44.6,93.4,160,3.45234,NA,0,NA,2,2013-01-13 11:00:00
"299","EWR",2013,1,13,12,46.94,44.6,93.4,NA,4.60312,NA,0,NA,3,2013-01-13 12:00:00
"300","EWR",2013,1,13,13,48.02,44.96,89.08,140,3.45234,NA,0,1018.1,3,2013-01-13 13:00:00
"301","EWR",2013,1,13,14,48.2,44.96,89.08,NA,4.60312,NA,0,NA,3,2013-01-13 14:00:00
"302","EWR",2013,1,13,15,46.94,44.6,93.4,120,5.7539,NA,0,NA,3,2013-01-13 15:00:00
"303","EWR",2013,1,13,16,46.94,44.06,89.65,0,0,NA,0,1017.5,5,2013-01-13 16:00:00
"304","EWR",2013,1,13,17,48.02,44.96,89.08,0,0,NA,0,1017.5,7,2013-01-13 17:00:00
"305","EWR",2013,1,13,18,48.92,44.96,86.13,0,0,NA,0,1017.2,10,2013-01-13 18:00:00
"306","EWR",2013,1,13,19,48.2,46.94,96.02,0,0,NA,0,NA,2,2013-01-13 19:00:00
"307","EWR",2013,1,13,20,48.2,46.94,100,120,3.45234,NA,0,NA,0.5,2013-01-13 20:00:00
"308","EWR",2013,1,13,21,48.02,48.02,100,0,0,NA,0,1016.4,0.5,2013-01-13 21:00:00
"309","EWR",2013,1,13,22,48.02,48.02,100,0,0,NA,0,1016.5,0.5,2013-01-13 22:00:00
"310","EWR",2013,1,13,23,48.02,48.02,100,0,0,NA,0,1016.4,0.5,2013-01-13 23:00:00
"311","EWR",2013,1,14,0,48.92,48.2,100,0,0,NA,0,NA,0.5,2013-01-14 00:00:00
"312","EWR",2013,1,14,1,48.92,48.92,100,0,0,NA,0,1015.9,0.5,2013-01-14 01:00:00
"313","EWR",2013,1,14,2,48.92,48.92,100,0,0,NA,0,1016,0.5,2013-01-14 02:00:00
"314","EWR",2013,1,14,3,48.92,48.92,100,0,0,NA,0,1015.7,0.5,2013-01-14 03:00:00
"315","EWR",2013,1,14,4,50,48.92,100,0,0,NA,0,NA,0.5,2013-01-14 04:00:00
"316","EWR",2013,1,14,5,48.92,48.92,100,140,3.45234,NA,0,1014,0.5,2013-01-14 05:00:00
"317","EWR",2013,1,14,6,51.08,51.08,100,NA,3.45234,18.41248,0,1016,0.5,2013-01-14 06:00:00
"318","EWR",2013,1,14,7,51.8,51.8,100,290,6.90468,NA,0,NA,2.5,2013-01-14 07:00:00
"319","EWR",2013,1,14,8,51.98,51.08,96.73,260,4.60312,NA,0,1017.7,2.5,2013-01-14 08:00:00
"320","EWR",2013,1,14,9,53.6,51.98,100,250,5.7539,NA,0,NA,6,2013-01-14 09:00:00
"321","EWR",2013,1,14,10,55.94,53.06,90.03,270,5.7539,NA,0,1018.6,8,2013-01-14 10:00:00
"322","EWR",2013,1,14,11,57.92,50,74.86,320,11.5078,NA,0,1018.6,9,2013-01-14 11:00:00
"323","EWR",2013,1,14,12,55.94,44.96,66.52,340,11.5078,NA,0,1018.3,10,2013-01-14 12:00:00
"324","EWR",2013,1,14,13,57.02,44.06,61.81,320,10.35702,17.2617,0,1019,10,2013-01-14 13:00:00
"325","EWR",2013,1,14,14,55.94,37.94,50.72,340,12.65858,20.71404,0,1020,10,2013-01-14 14:00:00
"326","EWR",2013,1,14,15,55.04,39.02,54.67,350,13.80936,NA,0,1020.8,10,2013-01-14 15:00:00
"327","EWR",2013,1,14,16,53.06,30.92,42.58,320,14.96014,27.61872,0,1021,10,2013-01-14 16:00:00
"328","EWR",2013,1,14,17,51.08,30.92,45.81,330,10.35702,NA,0,1021.8,10,2013-01-14 17:00:00
"329","EWR",2013,1,14,18,51.08,30.02,44.16,330,11.5078,18.41248,0,1022.4,10,2013-01-14 18:00:00
"330","EWR",2013,1,14,19,48.92,28.04,44.14,320,11.5078,NA,0,1024.5,10,2013-01-14 19:00:00
"331","EWR",2013,1,14,20,48.02,26.96,43.67,330,12.65858,NA,0,1024.6,10,2013-01-14 20:00:00
"332","EWR",2013,1,14,21,44.06,30.92,59.64,330,17.2617,NA,0,1025.1,10,2013-01-14 21:00:00
"333","EWR",2013,1,14,22,41,35.06,79.21,340,11.5078,NA,0.04,1025.5,10,2013-01-14 22:00:00
"334","EWR",2013,1,14,23,41,35.96,82.09,350,8.05546,NA,0.02,1025.7,10,2013-01-14 23:00:00
"335","EWR",2013,1,15,0,39.92,35.96,85.61,50,4.60312,NA,0.02,1024.8,10,2013-01-15 00:00:00
"336","EWR",2013,1,15,1,37.94,35.06,89.25,30,9.20624,NA,0.03,1025.3,10,2013-01-15 01:00:00
"337","EWR",2013,1,15,2,37.4,35.6,93.14,50,12.65858,NA,0.04,NA,9,2013-01-15 02:00:00
"338","EWR",2013,1,15,3,37.4,35.6,93.14,50,10.35702,NA,0,NA,10,2013-01-15 03:00:00
"339","EWR",2013,1,15,4,35.96,32,85.37,360,8.05546,NA,0,1024.9,10,2013-01-15 04:00:00
"340","EWR",2013,1,15,5,35.96,30.92,81.72,360,10.35702,NA,0,1025.2,10,2013-01-15 05:00:00
"341","EWR",2013,1,15,6,37.04,30.02,75.5,360,8.05546,NA,0,1026,10,2013-01-15 06:00:00
"342","EWR",2013,1,15,7,37.04,28.04,69.63,10,9.20624,NA,0,1026.5,10,2013-01-15 07:00:00
"343","EWR",2013,1,15,8,37.04,28.04,69.63,10,12.65858,NA,0,1027.4,10,2013-01-15 08:00:00
"344","EWR",2013,1,15,9,37.04,26.96,66.6,10,13.80936,NA,0,1027.2,10,2013-01-15 09:00:00
"345","EWR",2013,1,15,10,37.04,26.06,64.17,20,10.35702,NA,0,1027.7,10,2013-01-15 10:00:00
"346","EWR",2013,1,15,11,39.02,24.98,56.77,360,11.5078,NA,0,1026.8,10,2013-01-15 11:00:00
"347","EWR",2013,1,15,12,39.02,26.06,59.37,20,8.05546,NA,0,1025.4,10,2013-01-15 12:00:00
"348","EWR",2013,1,15,13,39.02,24.98,56.77,330,8.05546,NA,0,1025.2,10,2013-01-15 13:00:00
"349","EWR",2013,1,15,14,39.02,26.06,59.37,350,9.20624,NA,0,1024.9,10,2013-01-15 14:00:00
"350","EWR",2013,1,15,15,39.02,26.06,59.37,350,9.20624,NA,0,1025.4,10,2013-01-15 15:00:00
"351","EWR",2013,1,15,16,39.02,24.98,56.77,340,8.05546,NA,0,1025.5,10,2013-01-15 16:00:00
"352","EWR",2013,1,15,17,39.02,26.06,59.37,360,8.05546,NA,0,1025.1,10,2013-01-15 17:00:00
"353","EWR",2013,1,15,18,39.02,26.06,59.37,360,5.7539,NA,0,1025.7,10,2013-01-15 18:00:00
"354","EWR",2013,1,15,19,37.94,26.06,61.94,10,4.60312,NA,0,1025,10,2013-01-15 19:00:00
"355","EWR",2013,1,15,20,37.94,24.98,59.22,20,6.90468,NA,0,1025.3,10,2013-01-15 20:00:00
"356","EWR",2013,1,15,21,37.94,26.96,64.29,30,5.7539,NA,0,1024.1,10,2013-01-15 21:00:00
"357","EWR",2013,1,15,22,37.04,28.94,72.24,20,8.05546,NA,0,1023.7,9,2013-01-15 22:00:00
"358","EWR",2013,1,15,23,35.96,30.02,78.79,20,9.20624,NA,0.02,1023.3,8,2013-01-15 23:00:00
